CENSUS_YEAR;WARD;DWELLING_TYPE;DWELLING_TYPE_CODE;DWELLING_TYPE_DESCRIPTION;DWELLING_CNT;RESIDENT_CNT;OCPD_DWELLING_CNT;VACANT_DWELLING_CNT;OCPD_OWNERSHIP_CNT;RENOVATION_DWELLING_CNT;UNDER_CONST_DWELLING_CNT;INACTIVE_CNT;OTHER_PURPOSE_CNT
01/01/1998 12:00:00 AM;5;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;5;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;5;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;4;34;2;2;0;0;0;;
01/01/1997 12:00:00 AM;2;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;20,346;59,145;19,027;196;17,675;0;1,059;;
01/01/1998 12:00:00 AM;5;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;5;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;5;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;2;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;6;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;12,214;34,333;11,845;129;11,510;0;236;;
01/01/1998 12:00:00 AM;6;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,196;5,296;2,103;38;1,186;0;50;;
01/01/1998 12:00:00 AM;6;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;6;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;4,652;7,189;4,311;229;1,113;0;103;;
01/01/1998 12:00:00 AM;6;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,093;6,440;2,855;99;1,666;0;120;;
01/01/1998 12:00:00 AM;6;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;7;10;5;2;0;0;0;;
01/01/1998 12:00:00 AM;6;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;1,978;3,493;1,782;190;0;0;0;;
01/01/1998 12:00:00 AM;6;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;6;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;6;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;208;600;182;26;0;0;0;;
01/01/1998 12:00:00 AM;6;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;6;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;6;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;1;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;7;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;8,921;21,132;8,725;174;8,088;0;63;;
01/01/1998 12:00:00 AM;7;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;931;2,154;901;20;414;0;8;;
01/01/1998 12:00:00 AM;7;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;7;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;13,852;19,432;13,095;447;1,448;0;170;;
01/01/1998 12:00:00 AM;7;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;1,055;1,865;1,024;31;726;0;0;;
01/01/1998 12:00:00 AM;7;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;7;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;3,306;5,455;3,034;257;0;0;5;;
01/01/1998 12:00:00 AM;7;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;7;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;7;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;153;1,963;134;16;0;0;0;;
01/01/1997 12:00:00 AM;2;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,240;3,166;1,196;17;876;0;23;;
01/01/1998 12:00:00 AM;7;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;7;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;7;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;19;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;8;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;3,649;8,937;3,524;94;3,243;0;10;;
01/01/1998 12:00:00 AM;8;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;270;561;259;11;101;0;0;;
01/01/1998 12:00:00 AM;8;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;8;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;20,165;29,753;19,575;530;2,243;0;0;;
01/01/1998 12:00:00 AM;8;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;587;972;545;13;302;0;21;;
01/01/1998 12:00:00 AM;8;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;8;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;2,320;3,563;2,131;171;0;0;0;;
01/01/1998 12:00:00 AM;8;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;8;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;8;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;133;1,610;115;16;0;0;1;;
01/01/1998 12:00:00 AM;8;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;8;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;8;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;10;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;9;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;12,749;36,990;12,572;93;12,139;0;103;;
01/01/1998 12:00:00 AM;9;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,449;4,501;1,404;29;800;0;2;;
01/01/1998 12:00:00 AM;9;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;9;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;1,957;3,183;1,911;44;256;0;0;;
01/01/1998 12:00:00 AM;9;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;1,897;4,869;1,823;41;688;0;12;;
01/01/1998 12:00:00 AM;9;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;350;721;342;7;0;0;0;;
01/01/1998 12:00:00 AM;9;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;2,066;4,136;1,899;163;0;0;0;;
01/01/1998 12:00:00 AM;9;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;9;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;9;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;40;306;38;2;0;0;0;;
01/01/1997 12:00:00 AM;2;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;9;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;9;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;9;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;5;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;10;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;10,377;34,236;10,252;84;9,987;0;30;;
01/01/1998 12:00:00 AM;10;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,633;5,599;1,601;31;941;0;0;;
01/01/1998 12:00:00 AM;10;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;10;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;1,351;2,712;1,332;18;50;0;0;;
01/01/1998 12:00:00 AM;10;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,070;9,382;2,959;107;1,212;0;0;;
01/01/1998 12:00:00 AM;10;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;521;1,339;519;2;0;0;0;;
01/01/1998 12:00:00 AM;10;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;1,908;4,650;1,779;129;0;0;0;;
01/01/1998 12:00:00 AM;10;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;10;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;10;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;10;259;8;2;0;0;0;;
01/01/1998 12:00:00 AM;10;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;10;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;10;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;1;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;11;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;10,506;27,073;9,992;487;9,347;0;17;;
01/01/1998 12:00:00 AM;11;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,183;2,490;954;220;377;0;5;;
01/01/1998 12:00:00 AM;11;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;11;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;6,011;9,270;5,873;122;898;0;1;;
01/01/1998 12:00:00 AM;11;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;1,998;4,323;1,950;46;936;0;0;;
01/01/1998 12:00:00 AM;11;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;11;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;1,337;2,360;1,241;93;0;0;0;;
01/01/1998 12:00:00 AM;11;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;11;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;11;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;184;1,530;162;20;0;0;0;;
01/01/1997 12:00:00 AM;2;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;1,491;2,389;1,425;63;317;0;0;;
01/01/1998 12:00:00 AM;11;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;11;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;11;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;2;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;12;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;15,033;43,817;14,731;170;14,191;0;209;;
01/01/1998 12:00:00 AM;12;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;992;2,759;985;6;617;0;0;;
01/01/1998 12:00:00 AM;12;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;12;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;3,922;6,410;3,745;76;535;0;0;;
01/01/1998 12:00:00 AM;12;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,318;5,695;2,288;29;1,260;0;0;;
01/01/1998 12:00:00 AM;12;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;140;273;139;1;0;0;0;;
01/01/1998 12:00:00 AM;12;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;215;458;209;6;0;0;0;;
01/01/1998 12:00:00 AM;12;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;12;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;12;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;7;143;6;1;0;0;0;;
01/01/1998 12:00:00 AM;12;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;12;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;12;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;2;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;13;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;12,782;41,441;12,650;75;12,045;0;52;;
01/01/1998 12:00:00 AM;13;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,401;3,495;1,388;13;996;0;0;;
01/01/1998 12:00:00 AM;13;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;13;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;1,797;2,879;1,763;33;365;0;0;;
01/01/1998 12:00:00 AM;13;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,702;7,845;3,653;49;2,294;0;0;;
01/01/1998 12:00:00 AM;13;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;0;0;1;0;0;0;0;;
01/01/1998 12:00:00 AM;13;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;88;151;77;11;0;0;0;;
01/01/1998 12:00:00 AM;13;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;13;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;13;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;2;260;2;0;0;0;0;;
01/01/1997 12:00:00 AM;2;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,481;5,605;2,357;34;1,525;0;86;;
01/01/1998 12:00:00 AM;13;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;13;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;14;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;18,953;60,070;18,030;163;17,432;0;695;;
01/01/1998 12:00:00 AM;14;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;794;1,859;714;23;636;0;56;;
01/01/1998 12:00:00 AM;14;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;14;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;324;412;298;8;87;0;18;;
01/01/1998 12:00:00 AM;14;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;1,443;3,141;1,325;34;769;0;74;;
01/01/1998 12:00:00 AM;14;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;207;465;202;5;0;0;0;;
01/01/1998 12:00:00 AM;14;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;26;53;24;2;0;0;0;;
01/01/1998 12:00:00 AM;14;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;14;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;14;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;6;192;5;1;0;0;0;;
01/01/1998 12:00:00 AM;14;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1998 12:00:00 AM;14;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;1;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;11,574;44,927;11,197;144;10,816;0;203;;
01/01/1997 12:00:00 AM;1;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,309;3,561;1,253;28;722;0;24;;
01/01/1997 12:00:00 AM;1;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;1;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;4,407;7,081;4,292;102;445;0;5;;
01/01/1997 12:00:00 AM;1;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,528;5,451;2,418;47;1,153;0;62;;
01/01/1997 12:00:00 AM;1;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;465;971;447;18;382;0;0;;
01/01/1997 12:00:00 AM;1;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;1,168;2,303;1,109;59;223;0;0;;
01/01/1997 12:00:00 AM;1;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;1;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;1;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;50;1,262;44;5;5;0;0;;
